area_type,availability,location,bhk,total_sqft,bath,balcony,price_per_sqft,price
Plot  Area,Ready To Move,Laxmi Sagar Layout,3,1892.0,3.0,2.0,10570.824524312897,200.0
Built-up  Area,Ready To Move,Shivaji Nagar,3,2176.0,3.0,3.0,15992.64705882353,348.0
Super built-up  Area,21-Dec,Thanisandra,1,663.0,1.0,0.0,4950.226244343891,32.82
Built-up  Area,18-Dec,Electronic City,2,1165.0,2.0,1.0,2888.412017167382,33.65
Super built-up  Area,Ready To Move,Talaghattapura,3,3554.0,4.0,1.0,9566.685424873382,340.0
Super built-up  Area,Ready To Move,Thanisandra,2,1260.0,2.0,1.0,3611.1111111111113,45.5
Built-up  Area,Ready To Move,Volagerekallahalli,2,1095.0,2.0,1.0,3561.6438356164385,39.0
Super built-up  Area,Ready To Move,KR Garden,2,1050.0,2.0,2.0,6190.476190476191,65.0
Super built-up  Area,Ready To Move,Seegehalli,2,1176.0,2.0,2.0,4251.700680272109,50.0
Super built-up  Area,Ready To Move,Thanisandra,3,1801.0,3.0,2.0,6385.341476957246,115.0
Super built-up  Area,Ready To Move,Whitefield,2,1315.0,2.0,3.0,4182.509505703422,55.0
Plot  Area,Ready To Move,NRI Layout,2,2400.0,2.0,1.0,5208.333333333333,125.0
Super built-up  Area,18-Mar,Uttarahalli,3,1308.0,2.0,3.0,4051.987767584098,53.0
Plot  Area,Ready To Move,Sarjapur  Road,4,4250.0,4.0,2.0,14352.941176470587,610.0
Super built-up  Area,Ready To Move,Thanisandra,3,1806.0,6.0,2.0,6423.034330011074,116.0
Built-up  Area,17-Dec,Thanisandra,4,3671.0,4.0,1.0,5992.917461182239,220.0
Super built-up  Area,Ready To Move,Hoodi,3,2144.0,3.0,2.0,6529.850746268657,140.0
Built-up  Area,Ready To Move,Hoskote,2,1065.0,2.0,3.0,3169.0140845070423,33.75
Super built-up  Area,17-Oct,Balagere,2,1205.0,2.0,1.0,5560.165975103734,67.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1160.0,2.0,2.0,3498.2758620689656,40.58
Plot  Area,Ready To Move,Kanaka Nagar,4,750.0,4.0,2.0,12000.0,90.0
Plot  Area,18-Jul,mvj engineering college,3,1200.0,3.0,1.0,4710.833333333333,56.53
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,1681.0,3.0,3.0,4104.699583581201,69.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2,1130.0,2.0,1.0,2888.495575221239,32.64
Super built-up  Area,Ready To Move,Iblur Village,4,3633.0,5.0,1.0,9221.029452243325,335.0
Built-up  Area,Ready To Move,Kanakpura Road,3,1843.0,3.0,2.0,4883.342376559956,90.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,2,1065.0,2.0,1.0,2887.323943661972,30.75
Super built-up  Area,Ready To Move,Thubarahalli,3,1885.0,3.0,2.0,4536.870026525199,85.52
Super built-up  Area,Ready To Move,R.T. Nagar,2,1500.0,2.0,2.0,3000.0,45.0
Super built-up  Area,Ready To Move,Panathur,2,1210.0,2.0,2.0,5702.479338842975,69.0
Super built-up  Area,Ready To Move,TC Palaya,2,1126.0,2.0,1.0,3499.1119005328596,39.4
Super built-up  Area,Ready To Move,Rayasandra,3,1357.0,2.0,2.0,4347.826086956522,59.0
Super built-up  Area,Ready To Move,Whitefield,3,1451.0,2.0,2.0,3197.7946243969677,46.4
Plot  Area,Ready To Move,Kodigehaali,4,1600.0,3.0,3.0,11562.5,185.0
Super built-up  Area,Ready To Move,Hennur Road,2,950.0,2.0,1.0,5789.473684210527,55.0
Built-up  Area,Ready To Move,Bellandur,2,960.0,2.0,2.0,5000.0,48.0
Super built-up  Area,Ready To Move,2nd Block Bel Layout,3,1625.0,3.0,3.0,5661.538461538462,92.0
Plot  Area,18-May,Kaggalipura,3,2200.0,4.0,1.0,6818.181818181818,150.0
Super built-up  Area,21-Dec,Kanakpura Road,2,900.0,2.0,1.0,5143.333333333333,46.29
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2,1080.0,2.0,2.0,3518.5185185185187,38.0
Super built-up  Area,Ready To Move,Cooke Town,3,2300.0,3.0,1.0,10869.565217391304,250.0
Super built-up  Area,Ready To Move,Hosa Road,4,1708.0,3.0,0.0,3750.0,64.05
Built-up  Area,Ready To Move,Yeshwanthpur,6,2500.0,5.0,2.0,7400.0,185.0
Super built-up  Area,Ready To Move,Bellandur,3,1690.0,2.0,2.0,6863.905325443787,116.0
Built-up  Area,Ready To Move,RR Layout,5,2100.0,3.0,0.0,6904.761904761905,145.0
Super built-up  Area,Ready To Move,4th Block Koramangala,2,1269.0,2.0,2.0,7643.81402679275,97.0
Built-up  Area,Ready To Move,Haralur Road,3,1890.0,3.0,2.0,4444.444444444444,84.0
Built-up  Area,18-Aug,Electronic City Phase II,2,1165.0,2.0,1.0,2887.5536480686696,33.64
Super built-up  Area,Ready To Move,BTM Layout,2,1196.0,2.0,2.0,4750.0,56.81
Super built-up  Area,Ready To Move,Old Madras Road,3,1630.0,3.0,2.0,6748.4662576687115,110.0
Super built-up  Area,19-Apr,Whitefield,2,1063.0,2.0,1.0,4000.0,42.52
Super built-up  Area,Ready To Move,Shikaripalya,2,1025.0,2.0,1.0,3900.4878048780483,39.98
Super built-up  Area,Ready To Move,Chikkabanavar,2,1067.0,2.0,1.0,3561.3870665417057,38.0
Super built-up  Area,19-Sep,Kanakpura Road,2,1299.0,2.0,1.0,6899.923017705928,89.63
Super built-up  Area,18-May,Panathur,2,1343.0,2.0,1.0,5658.972449739389,76.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1330.0,2.0,2.0,3308.2706766917295,44.0
Super built-up  Area,Ready To Move,Mallasandra,3,1524.0,2.0,3.0,4724.4094488188975,72.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,4,2236.0,4.0,2.0,6842.57602862254,153.0
Super built-up  Area,Ready To Move,Domlur,3,2955.0,3.0,2.0,7952.622673434857,235.0
Super built-up  Area,18-Mar,Raja Rajashweri Nagar,3,1410.0,2.0,2.0,3200.0,45.12
Super built-up  Area,Ready To Move,Balagere,2,1205.0,2.0,1.0,6556.016597510374,79.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3,1270.0,2.0,2.0,7500.0,95.25
Super built-up  Area,Ready To Move,VHBCS Layout,3,1353.0,2.0,2.0,8130.081300813008,110.0
Plot  Area,18-Feb,Jinkethimmanahalli,2,1200.0,2.0,1.0,5666.666666666667,68.0
Super built-up  Area,Ready To Move,basaveshwarnagar,3,1250.0,2.0,1.0,5600.0,70.0
Super built-up  Area,19-Mar,Gopalapura,3,1950.2,3.0,2.0,13383.242744333915,261.0
Super built-up  Area,18-Nov,Sarjapur  Road,3,1157.0,2.0,1.0,5963.699222126188,69.0
Super built-up  Area,19-Dec,Kanakapura,1,825.0,1.0,0.0,4300.0,35.475
Built-up  Area,18-Apr,Yelahanka,1,602.0,1.0,1.0,5481.72757475083,33.0
Built-up  Area,Ready To Move,Malleshwaram,5,3000.0,4.0,0.0,30000.0,900.0
Super built-up  Area,21-Jul,Hoodi,2,1108.0,2.0,0.0,5998.194945848375,66.46
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2,1040.0,2.0,1.0,6538.461538461538,68.0
Super built-up  Area,20-Dec,Sarjapur,2,1451.0,2.0,1.0,5995.864920744314,87.0
Super built-up  Area,18-May,Kanakpura Road,1,850.0,1.0,1.0,4390.588235294118,37.32
Super built-up  Area,19-Mar,Gopalapura,3,2171.66,3.0,2.0,13722.221710580847,298.0
Super built-up  Area,Ready To Move,Kanaka Nagar,2,900.0,2.0,1.0,4444.444444444444,40.0
Super built-up  Area,Ready To Move,Kudlu,1,720.0,1.0,1.0,4583.333333333333,33.0
Super built-up  Area,Ready To Move,Thanisandra,3,1573.0,3.0,2.0,7310.870947234584,115.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1026.0,2.0,1.0,5925.925925925926,60.8
Built-up  Area,18-Jul,Electronic City Phase II,3,1400.0,2.0,2.0,2888.5714285714284,40.44
Built-up  Area,Ready To Move,Banashankari Stage III,4,2100.0,3.0,1.0,7000.0,147.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1150.0,2.0,1.0,4217.391304347826,48.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1500.0,3.0,2.0,5866.666666666667,88.0
Super built-up  Area,Ready To Move,Malleshwaram,3,2400.0,3.0,2.0,15833.333333333334,380.0
Plot  Area,Ready To Move,HRBR Layout,3,1200.0,3.0,2.0,20000.0,240.0
Super built-up  Area,Ready To Move,Ramagondanahalli,2,1125.0,2.0,2.0,6666.666666666667,75.0
Super built-up  Area,18-Dec,Hennur,3,1830.5,3.0,0.0,4600.109259765091,84.205
Super built-up  Area,Ready To Move,Marathahalli,2,1100.0,2.0,1.0,4545.454545454545,50.0
Built-up  Area,Ready To Move,Banaswadi,2,1105.0,2.0,2.0,5158.371040723982,57.0
Super built-up  Area,Ready To Move,Thanisandra,2,1110.0,2.0,2.0,4189.189189189189,46.5
Super built-up  Area,Ready To Move,Dasanapura,1,708.0,1.0,1.0,5790.960451977401,41.0
Super built-up  Area,18-May,"Banashankari 3rd stage, Vivekanandanagar",3,1600.0,3.0,1.0,6250.0,100.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,2.0,8007.687379884689,250.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1205.0,2.0,2.0,3070.539419087137,37.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,1450.0,2.0,2.0,5034.482758620689,73.0
Plot  Area,Ready To Move,Thyagaraja Nagar,4,750.0,4.0,2.0,16666.666666666668,125.0
Plot  Area,Ready To Move,Annaiah Reddy Layout,1,540.0,1.0,0.0,4074.074074074074,22.0
Built-up  Area,Ready To Move,Dasarahalli,2,1200.0,2.0,2.0,3500.0,42.0
Plot  Area,Ready To Move,Nagarbhavi,5,1200.0,5.0,1.0,21666.666666666668,260.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3,1837.0,2.0,2.0,5171.475231355471,95.0
Super built-up  Area,18-Dec,Whitefield,2,1346.0,2.0,1.0,5647.102526002973,76.01
Built-up  Area,Ready To Move,Balagere,2,1012.0,2.0,1.0,6719.367588932806,68.0
Super built-up  Area,18-Dec,Gopalapura,3,1950.2,3.0,2.0,9896.420879909752,193.0
Super built-up  Area,Ready To Move,Atmananda Colony,2,1125.0,2.0,2.0,4888.888888888889,55.0
Super built-up  Area,Ready To Move,Kaggadasapura,3,1500.0,2.0,2.0,4000.0,60.0
Super built-up  Area,Ready To Move,Harlur,2,1197.0,2.0,1.0,6675.020885547202,79.9
Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1100.0,2.0,2.0,4272.727272727273,47.0
Super built-up  Area,Ready To Move,Channasandra Layout,3,1563.0,2.0,2.0,3326.935380678183,52.0
Plot  Area,Ready To Move,4th Block Jayanagar,7,2240.0,4.0,1.0,31250.0,700.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4,3729.0,4.0,2.0,10297.666934835077,384.0
Plot  Area,Ready To Move,Sarjapur  Road,3,1600.0,3.0,1.0,7500.0,120.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,1715.0,3.0,3.0,6997.084548104956,120.0
Built-up  Area,Ready To Move,Bannerghatta Road,4,2400.0,4.0,1.0,7500.0,180.0
Super built-up  Area,18-Jul,Ramagondanahalli,2,1151.0,2.0,2.0,3692.44135534318,42.5
Plot  Area,Ready To Move,Banaswadi,6,1200.0,6.0,2.0,18333.333333333332,220.0
Built-up  Area,Ready To Move,Uttarahalli,2,1123.0,2.0,2.0,5342.831700801425,60.0
Super built-up  Area,20-Jan,Whitefield,2,1276.0,2.0,1.0,5446.7084639498435,69.5
Super built-up  Area,Ready To Move,Yelahanka,2,1315.0,2.0,3.0,5855.513307984791,77.0
Super built-up  Area,Ready To Move,R.T. Nagar,2,1325.0,2.0,2.0,3924.5283018867926,52.0
Super built-up  Area,18-Apr,Varthur,3,1600.0,3.0,2.0,3950.0,63.2
Super built-up  Area,Ready To Move,Jakkur,3,1660.0,3.0,2.0,6265.060240963855,104.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1299.0,2.0,3.0,4464.973056197075,58.0
Super built-up  Area,Ready To Move,Haralur Road,2,953.0,2.0,1.0,9443.861490031479,90.0
Super built-up  Area,Ready To Move,Gunjur,2,1457.0,2.0,3.0,4118.050789293068,60.0
Super built-up  Area,18-May,Varthur,2,1000.0,1.0,1.0,6500.0,65.0
Built-up  Area,Ready To Move,Mallasandra,3,1100.0,2.0,3.0,6936.363636363636,76.3
Super built-up  Area,Ready To Move,Yelahanka,3,1075.0,2.0,1.0,3119.0697674418607,33.53
Super built-up  Area,Ready To Move,Kanakpura Road,3,1450.0,3.0,3.0,3517.2413793103447,51.0
Super built-up  Area,Ready To Move,Iblur Village,5,5515.0,6.0,2.0,7706.255666364461,425.0
Super built-up  Area,Ready To Move,Bellandur,1,950.0,1.0,1.0,4210.526315789473,40.0
Plot  Area,Ready To Move,Basaveshwara Nagar,5,1200.0,3.0,1.0,15000.0,180.0
Super built-up  Area,Ready To Move,Amam Enclave Layout,2,1013.0,2.0,2.0,5923.000987166831,60.0
Super built-up  Area,Ready To Move,Hennur Road,2,1140.0,2.0,2.0,4912.2807017543855,56.0
Super built-up  Area,Ready To Move,4th T block Jayanagar,3,2100.0,3.0,3.0,10476.190476190477,220.0
Super built-up  Area,Ready To Move,Yelahanka,3,1430.0,3.0,1.0,4265.734265734266,61.0
Plot  Area,Ready To Move,Ilyas Nagar,4,600.0,3.0,0.0,15833.333333333334,95.0
Carpet  Area,Ready To Move,Anantapura,3,1600.0,3.0,2.0,4812.5,77.0
Super built-up  Area,Ready To Move,Ayappa Nagar,2,1190.0,2.0,1.0,4033.6134453781515,48.0
Super built-up  Area,Ready To Move,Ashwath Nagar,3,1625.0,3.0,2.0,5846.153846153846,95.0
Super built-up  Area,Ready To Move,Classic Paradise Layout,2,1210.0,2.0,2.0,4380.165289256199,53.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1615.0,3.0,2.0,9287.925696594428,150.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1180.0,2.0,2.0,7203.389830508475,85.0
Plot  Area,Ready To Move,Nagasandra,2,1500.0,2.0,0.0,6066.666666666667,91.0
Built-up  Area,Ready To Move,Bellandur,2,850.0,2.0,1.0,5294.117647058823,45.0
Super built-up  Area,Ready To Move,Kothanur,2,1130.0,2.0,2.0,4867.256637168141,55.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,907.0,2.0,2.0,4189.636163175303,38.0
Built-up  Area,Ready To Move,HRBR Layout,2,1300.0,2.0,3.0,6923.076923076923,90.0
Super built-up  Area,Ready To Move,Hennur Road,3,1891.0,3.0,1.0,5817.028027498678,110.0
Super built-up  Area,Ready To Move,Hennur Road,3,1735.0,3.0,3.0,4495.677233429395,78.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2.0,1.0,3069.767441860465,33.0
Built-up  Area,Ready To Move,Kumaraswami Layout,7,2040.0,4.0,3.0,6029.411764705882,123.0
Plot  Area,Ready To Move,Jayanti Nagar,5,1600.0,5.0,2.0,8750.0,140.0
Built-up  Area,Ready To Move,Doddakammanahalli,2,1160.0,2.0,3.0,4741.379310344828,55.0
Super built-up  Area,Ready To Move,Tasker Town,2,930.0,1.0,1.0,5913.978494623656,55.0
Built-up  Area,Ready To Move,Devanahalli,2,1010.0,2.0,1.0,5742.574257425743,58.0
Super built-up  Area,Ready To Move,Electronic City,2,1221.0,2.0,2.0,5569.205569205569,68.0
Plot  Area,Ready To Move,Banashankari,4,2400.0,4.0,3.0,19583.333333333332,470.0
Super built-up  Area,22-Jun,Hoodi,2,1108.0,2.0,1.0,7895.306859205776,87.48
Plot  Area,Ready To Move,Vidyaranyapura,4,1000.0,4.0,2.0,12000.0,120.0
Super built-up  Area,18-Apr,Sarjapur  Road,2,1370.0,2.0,1.0,5109.489051094891,70.0
Super built-up  Area,Ready To Move,Banashankari Stage V,2,920.0,2.0,1.0,4510.869565217391,41.5
Super built-up  Area,18-May,Bhoganhalli,2,1277.0,2.0,1.0,6256.068911511355,79.89
Super built-up  Area,18-May,Horamavu Agara,2,1213.0,2.0,2.0,3140.9727947238252,38.1
Super built-up  Area,Ready To Move,Singasandra,3,1653.0,3.0,2.0,5142.165759225651,85.0
Plot  Area,Ready To Move,Sarjapur,4,2400.0,3.0,3.0,5833.333333333333,140.0
Super built-up  Area,Ready To Move,1st Block Koramangala,4,3000.0,5.0,3.0,16666.666666666668,500.0
Plot  Area,Ready To Move,Kothanur,4,1600.0,4.0,3.0,15625.0,250.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1321.0,2.0,2.0,3028.009084027252,40.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1570.0,3.0,2.0,4331.210191082802,68.0
Built-up  Area,Ready To Move,Hessarghatta,8,1150.0,8.0,2.0,6086.95652173913,70.0
Super built-up  Area,Ready To Move,Nallurhalli,2,1053.0,2.0,3.0,4178.537511870845,44.0
Super built-up  Area,Ready To Move,Hoysalanagar,3,1325.0,2.0,3.0,4226.415094339623,56.0
Super built-up  Area,18-Nov,manyata,2,1169.0,2.0,1.0,4286.569717707443,50.11
Super built-up  Area,20-Jan,Badavala Nagar,2,1274.0,2.0,1.0,7064.36420722135,90.0
Super built-up  Area,Ready To Move,Whitefield,2,1317.0,2.0,2.0,3948.3675018982535,52.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1195.0,2.0,1.0,6276.150627615063,75.0
Super built-up  Area,18-Nov,Whitefield,4,2858.0,4.0,0.0,4793.561931420574,137.0
Super built-up  Area,Ready To Move,Kammasandra,2,940.0,2.0,2.0,3723.404255319149,35.0
Built-up  Area,Ready To Move,Budigere,3,1820.0,3.0,2.0,5247.252747252747,95.5
Super built-up  Area,Ready To Move,Kanakpura Road,3,1450.0,3.0,3.0,3696.551724137931,53.6
Built-up  Area,Ready To Move,Whitefield,3,1615.0,3.0,0.0,6000.0,96.9
Built-up  Area,Ready To Move,Nagarbhavi,3,2200.0,2.0,3.0,4500.0,99.0
Super built-up  Area,Ready To Move,Subramanyapura,2,985.0,2.0,1.0,6345.177664974619,62.5
Built-up  Area,Ready To Move,Electronics City Phase 1,2,1116.0,2.0,1.0,2956.989247311828,33.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,1105.0,2.0,1.0,3574.660633484163,39.5
Super built-up  Area,Ready To Move,Whitefield,2,1220.0,2.0,1.0,4508.196721311476,55.0
Built-up  Area,Ready To Move,Hoodi,3,1400.0,3.0,2.0,5285.714285714285,74.0
Built-up  Area,Ready To Move,Bhuvaneswari Nagar,4,2400.0,3.0,0.0,7708.333333333333,185.0
Plot  Area,Ready To Move,Anandapura,3,850.0,3.0,0.0,7411.764705882353,63.0
Built-up  Area,Ready To Move,Uttarahalli,2,1000.0,2.0,1.0,3500.0,35.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1660.0,3.0,3.0,4819.277108433735,80.0
Super built-up  Area,18-May,Old Madras Road,2,1165.0,2.0,1.0,4463.519313304721,52.0
Super built-up  Area,Ready To Move,Budigere,2,1153.0,2.0,2.0,4856.895056374675,56.0
Built-up  Area,Ready To Move,Bannerghatta Road,2,1270.0,2.0,2.0,3543.3070866141734,45.0
Super built-up  Area,18-Aug,2nd Phase JP Nagar,2,1070.0,2.0,2.0,3551.4018691588785,38.0
Built-up  Area,Ready To Move,RWF West Colony,3,1427.0,2.0,2.0,5956.552207428171,85.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3,1420.0,2.0,2.0,6690.140845070423,95.0
Plot  Area,Ready To Move,Kothanur,4,1600.0,5.0,0.0,8125.0,130.0
Super built-up  Area,Ready To Move,Langford Town,2,2031.0,2.0,2.0,9847.365829640572,200.0
Super built-up  Area,19-Jul,Bellandur,2,1454.0,2.0,1.0,6189.821182943604,90.0
Super built-up  Area,Ready To Move,Whitefield,2,1116.0,2.0,3.0,4369.1756272401435,48.76
Plot  Area,Ready To Move,Maruthi Sevanagar,4,2000.0,3.0,1.0,9000.0,180.0
Super built-up  Area,18-Jul,Sarjapur  Road,2,1346.0,2.0,1.0,5500.0,74.03
Super built-up  Area,Ready To Move,Hessarghatta,2,1062.0,2.0,1.0,4708.097928436911,50.0
Super built-up  Area,Ready To Move,Mysore Highway,1,700.0,1.0,1.0,3642.8571428571427,25.5
Super built-up  Area,19-Dec,JP Nagar,2,1405.0,2.0,1.0,7046.26334519573,99.0
Built-up  Area,Ready To Move,Doddathoguru,2,1100.0,2.0,2.0,4545.454545454545,50.0
Plot  Area,Ready To Move,Chikka Tirupathi,3,2153.0,4.0,3.0,5573.61820715281,120.0
Plot  Area,Ready To Move,Kammagondahalli,3,1200.0,3.0,2.0,10000.0,120.0
Super built-up  Area,Ready To Move,Ulsoor,3,2135.0,3.0,2.0,7962.529274004683,170.0
Built-up  Area,Ready To Move,Pai Layout,2,1068.0,2.0,3.0,4494.38202247191,48.0
Super built-up  Area,Ready To Move,Doddathoguru,2,940.0,2.0,1.0,3500.0,32.9
Super built-up  Area,18-May,Hosa Road,2,1063.0,2.0,1.0,3084.6660395108183,32.79
Super built-up  Area,Ready To Move,Brookefield,2,1382.0,2.0,2.0,6114.3270622286545,84.5
Super built-up  Area,Ready To Move,Harlur,2,936.0,2.0,1.0,4807.692307692308,45.0
Super built-up  Area,Ready To Move,KR Puram,3,1400.0,2.0,3.0,4285.714285714285,60.0
Super built-up  Area,20-Aug,Sarjapur  Road,1,475.0,1.0,1.0,5473.684210526316,26.0
Super built-up  Area,Ready To Move,LIC Colony,2,1200.0,2.0,1.0,9583.333333333334,115.0
Super built-up  Area,Ready To Move,Glass Factory Layout,3,1450.0,3.0,3.0,4482.758620689655,65.0
Super built-up  Area,Ready To Move,Kudlu,2,1162.0,2.0,1.0,4475.043029259897,52.0
Super built-up  Area,18-Dec,Hosa Road,2,1161.0,2.0,1.0,4198.966408268734,48.75
Super built-up  Area,Ready To Move,Green Glen Layout,3,1623.29,2.0,2.0,6468.345150897252,105.0
Super built-up  Area,Ready To Move,Brookefield,2,1260.0,2.0,1.0,5555.555555555556,70.0
Plot  Area,Ready To Move,Billekahalli,4,1672.0,3.0,2.0,11363.636363636364,190.0
Plot  Area,Ready To Move,Seegehalli,3,3000.0,4.0,2.0,8000.0,240.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,1500.0,2.0,0.0,4666.666666666667,70.0
Super built-up  Area,20-Jun,Budigere,1,705.0,1.0,0.0,4900.0,34.545
Plot  Area,Ready To Move,Gaurava Nagar,5,1650.0,6.0,2.0,12121.212121212122,200.0
Super built-up  Area,Ready To Move,Dollars Colony,3,2000.0,3.0,3.0,10000.0,200.0
Plot  Area,Ready To Move,Thyagaraja Nagar,1,1675.0,1.0,0.0,14388.059701492537,241.0
Plot  Area,Ready To Move,Electronic City,3,1200.0,3.0,2.0,12500.0,150.0
Super built-up  Area,Ready To Move,Nagarbhavi,2,1100.0,2.0,2.0,4200.0,46.2
Super built-up  Area,Ready To Move,Whitefield,3,1400.0,2.0,3.0,4000.0,56.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3,2257.0,3.0,2.0,6867.523260965884,155.0
Super built-up  Area,Ready To Move,Budigere,2,1153.0,2.0,2.0,4900.260190806592,56.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1197.0,2.0,1.0,4750.208855472013,56.86
Super built-up  Area,Ready To Move,Siddapura,2,1150.0,2.0,2.0,7826.086956521739,90.0
Super built-up  Area,20-Dec,Akshayanagara East,1,595.0,1.0,1.0,6722.689075630252,40.0
Super built-up  Area,21-Jul,Hoodi,3,1837.0,3.0,1.0,5988.023952095808,110.0
Plot  Area,Ready To Move,Kumbalgodu,4,3750.0,4.0,2.0,5066.666666666667,190.0
Super built-up  Area,Ready To Move,Bellandur,3,1830.0,3.0,3.0,5019.672131147541,91.86
Super built-up  Area,Ready To Move,Green Glen Layout,3,1715.0,3.0,3.0,6705.539358600583,115.0
Super built-up  Area,Ready To Move,Electronic City,2,970.0,2.0,1.0,3608.2474226804125,35.0
Plot  Area,Ready To Move,Hebbal Kempapura,4,1200.0,3.0,2.0,12333.333333333334,148.0
Built-up  Area,Ready To Move,NRI Layout,4,2700.0,5.0,1.0,3546.296296296296,95.75
Plot  Area,Ready To Move,Siddapura,3,5480.0,4.0,2.0,7299.270072992701,400.0
Built-up  Area,Ready To Move,Vidyaranyapura,4,2400.0,5.0,1.0,5625.0,135.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,3040.0,4.0,2.0,4440.789473684211,135.0
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2,1168.0,2.0,1.0,5650.684931506849,66.0
Built-up  Area,Ready To Move,Mallappa Layout,3,1500.0,3.0,2.0,5000.0,75.0
Plot  Area,Ready To Move,Kumaraswami Layout,2,600.0,2.0,1.0,12000.0,72.0
Plot  Area,Ready To Move,5th Phase JP Nagar,8,1200.0,7.0,3.0,20833.333333333332,250.0
Super built-up  Area,18-Dec,ITPL,2,850.0,2.0,1.0,2988.235294117647,25.4
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,935.0,2.0,2.0,4171.122994652406,39.0
Plot  Area,Ready To Move,Ullal Road,5,1200.0,5.0,1.0,19583.333333333332,235.0
Super built-up  Area,18-Apr,Doddaballapur,1,654.0,1.0,1.0,7492.354740061162,49.0
Built-up  Area,Ready To Move,Domlur,3,1650.0,3.0,1.0,10909.09090909091,180.0
Plot  Area,Ready To Move,Dodsworth Layout,3,5656.0,5.0,0.0,8822.489391796322,499.0
Super built-up  Area,Ready To Move,Vinayak Nagar,2,1300.0,2.0,1.0,2538.4615384615386,33.0
Super built-up  Area,Ready To Move,Kaggalipura,2,950.0,2.0,1.0,6315.789473684211,60.0
Super built-up  Area,18-May,Silk Board,3,1250.0,3.0,2.0,4320.0,54.0
Super built-up  Area,Ready To Move,Ankappa Layout,3,1425.0,2.0,2.0,4561.403508771929,65.0
Built-up  Area,Ready To Move,Uttarahalli,2,1165.0,1.0,0.0,3612.8755364806866,42.09
Super built-up  Area,Ready To Move,Kathriguppe,3,1390.0,2.0,2.0,4999.2805755395675,69.49
Built-up  Area,Ready To Move,Kalena Agrahara,3,1510.0,3.0,2.0,5165.562913907284,78.0
Super built-up  Area,Ready To Move,Thanisandra,2,1305.0,2.0,2.0,6896.551724137931,90.0
Plot  Area,Ready To Move,Vidyaranyapura,6,1200.0,6.0,2.0,14166.666666666666,170.0
Built-up  Area,Ready To Move,Kodigehaali,2,866.0,2.0,2.0,3695.150115473441,32.0
Super built-up  Area,Ready To Move,Hulimavu,2,1231.0,2.0,1.0,6864.337936636881,84.5
Super built-up  Area,Ready To Move,Sompura,3,1360.0,2.0,3.0,3308.823529411765,45.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,2500.0,3.0,3.0,5520.0,138.0
Super built-up  Area,Ready To Move,Whitefield,2,1140.0,2.0,3.0,4824.561403508772,55.0
Super built-up  Area,19-Sep,Whitefield,2,1295.0,2.0,1.0,4980.694980694981,64.5
Super built-up  Area,Ready To Move,Hormavu,2,1020.0,2.0,2.0,4485.294117647059,45.75
Super built-up  Area,18-Dec,Old Airport Road,4,3504.0,4.0,2.0,7477.16894977169,262.0
Plot  Area,Ready To Move,Sidedahalli,2,1200.0,1.0,0.0,4166.666666666667,50.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2,1100.0,2.0,1.0,3727.2727272727275,41.0
Plot  Area,19-Dec,Bannerghatta Road,4,4723.0,4.0,3.0,10586.491636671608,500.0
Super built-up  Area,Ready To Move,Kothannur,2,820.0,2.0,2.0,4512.195121951219,37.0
