area_type,availability,location,bhk,total_sqft,bath,balcony,price,latitude,longitude,distance_school_km,distance_hospital_km,distance_college_km,distance_bus_stop_km,distance_railway_station_km,distance_shopping_km,distance_bank_km,distance_park_km
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,1331.95,2.0,2.0,69.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1876.0,3.0,3.0,160.0,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Plot  Area,Ready To Move,Akshaya Nagar,4,1200.0,4.0,2.0,125.0,13.0985378,77.5656142,0.5569682068188957,0.19792030381618067,0.8270087041858157,0.23760923351486987,2.935581932817309,0.2509835001185981,0.09590524300909908,0.5055643239727937
Super built-up  Area,Ready To Move,Kanakpura Road,3,1665.0,3.0,2.0,74.9,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,21-Dec,Electronic City,4,2093.0,4.0,2.0,134.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,18-May,TC Palaya,3,1330.0,3.0,3.0,46.56,13.0105743,77.6932572,0.986814937767086,1.3530511724247936,1.5229589431250345,1.1106317848949365,2.0639680314499063,1.5158121117253565,1.4864737683415257,1.0422244073452611
Built-up  Area,Ready To Move,Chikkalasandra,3,1425.0,1.0,0.0,54.0,12.9121916,77.5476337,0.41395097723556096,0.5696991130511672,0.8745272158200242,0.2722963169901819,2.812507893277144,0.16891755317251048,0.4198491877871123,0.09560872752338488
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1255.0,2.0,2.0,42.54,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Built-up  Area,Ready To Move,Electronic City,2,750.0,2.0,1.0,19.5,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Nagarbhavi,2,1225.0,2.0,3.0,58.0,12.9512353,77.519054,0.5285359673626663,0.7077068413276778,0.14494401505787738,0.17902192398217914,1.1264792372564973,1.0952339235176647,0.5121896588626763,0.03691787206038448
Super built-up  Area,Ready To Move,Whitefield,3,1760.0,3.0,2.0,139.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Chandapura,3,1095.0,2.0,2.0,28.0,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1530.0,3.0,3.0,64.86,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,18-Feb,Kundalahalli,3,1724.0,3.0,3.0,140.0,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Super built-up  Area,18-Mar,Horamavu Agara,2,1058.0,2.0,2.0,47.0,13.037817,77.6504617,0.3442813017652607,0.8518749091307614,0.7178634840434293,0.0,3.181734190535133,1.2635865830508595,1.3163816747351718,0.5572729207284804
Super built-up  Area,18-Nov,Sarjapur  Road,2,1112.0,2.0,1.0,58.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Vittasandra,3,1648.0,3.0,2.0,85.0,12.8699226,77.6272278,0.36924181563315894,0.9247880845076114,1.1707661844423425,0.4724939327858748,2.261608605824508,1.2643492828258618,1.3661431678407676,0.8345884746405606
Super built-up  Area,Ready To Move,Malleshpalya,2,1200.0,2.0,2.0,46.0,12.9744129,77.6743533,0.24574119800111424,0.12483878782915937,1.666739504026708,0.40797329801551985,2.539275064897033,0.08956027417715239,0.16218739333593746,0.4374581816218141
Built-up  Area,Ready To Move,Kaggadasapura,2,1150.0,2.0,2.0,45.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1340.0,2.0,2.0,75.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1850.0,3.0,1.0,98.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Built-up  Area,Ready To Move,Doddathoguru,2,907.0,2.0,1.0,40.0,12.8505644,77.6466948,0.674474501859915,0.46167426124300304,1.71770106748189,0.8315226258097161,1.9152275310587465,0.7390641654342885,1.0268695010584021,1.0584743402029582
Plot  Area,Ready To Move,Ulsoor,2,1160.0,2.0,1.0,130.0,12.9778793,77.6246697,0.27472467980058457,0.27089393343298407,0.35115025857037946,0.32242681934290307,0.26698654403268707,0.5857922065593246,0.22820241094059301,0.2980956001912744
Super built-up  Area,Ready To Move,Hosur Road,3,1464.0,3.0,2.0,56.0,12.89339,77.6374009,0.2947802257625039,0.05847716663729139,1.0888261522799927,0.3699434111761691,0.43250683740528373,1.2868261524511229,0.5018089612760975,0.3533683802056732
Super built-up  Area,Ready To Move,Hennur,2,1295.0,2.0,1.0,62.0,13.037077,77.6413572,0.14874129398302907,0.04492682086031416,0.23319207484531648,0.05531977452289099,3.642483346871783,0.5847935442748251,0.4832469476201837,1.1840175936744264
Super built-up  Area,Ready To Move,Yelahanka New Town,3,1000.0,2.0,1.0,48.0,13.0978039,77.5811889,0.07239638033016793,0.18831194414805222,0.4907711203755741,0.33046068670874434,1.4090952529643077,0.2904501204474733,0.29323253103283903,0.09787819516136977
Built-up  Area,18-May,Kasavanhalli,2,1121.0,2.0,2.0,75.0,12.9047595,77.6759172,1.0060713280708131,0.20784634631327456,1.021387060679054,0.013608615869114292,4.293022625742665,0.3553304241600829,0.0,0.25553982061653996
Built-up  Area,Ready To Move,LB Shastri Nagar,2,1200.0,2.0,1.0,75.0,12.9660384,77.6708961,0.48431144770691487,0.571875653395561,0.9996697091689033,0.7385926001426153,3.399180437462736,0.2192674304716414,0.8707044048299912,0.20243606542862264
Super built-up  Area,18-Sep,Bannerghatta Road,2,1246.0,2.0,2.0,47.35,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1420.0,3.0,2.0,90.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,18-Apr,Electronic City,2,1355.0,2.0,1.0,73.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Ambedkar Nagar,2,1425.0,2.0,1.0,94.0,12.9798531,77.7541055,7.618844472465422,7.773037322706422,8.308337806631547,7.8331780031600395,8.576529376039321,7.853494890178794,7.8968969275397125,7.604519359312771
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1700.0,3.0,2.0,111.0,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,19-Dec,Devanahalli,3,1520.0,2.0,1.0,69.76,13.2483502,77.7134377,6.549289984507282,12.533317570955434,7.979237635066678,4.490923337380172,5.817949607294197,12.97545642311843,9.722288303693707,4.62723928490463
Super built-up  Area,Ready To Move,Sahakara Nagar,2,1291.0,2.0,2.0,72.3,13.0621474,77.5800614,0.33757713037412596,0.7868931994314414,0.8075796501529225,0.3797750645632839,0.46887423123172783,0.11290480654326099,0.2849897099805701,0.025882419992538135
Super built-up  Area,Ready To Move,Kanakpura Road,2,1339.0,2.0,2.0,67.0,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,Ready To Move,Jakkur,2,1125.0,2.0,1.0,44.75,13.0784743,77.6068938,0.4314309828856046,1.432059123095197,1.2746736454801444,0.12168250847918928,3.3679842471250483,0.7385724018078844,0.529737313623422,0.3848952331516131
Built-up  Area,Ready To Move,CV Raman Nagar,2,1310.0,2.0,1.0,62.0,12.9855509,77.668072,0.30008893353268357,0.6197536235335451,1.8151096669570843,0.4525172465286624,1.2199729051107155,0.0945665559897666,0.0,0.2920666591854569
Super built-up  Area,Ready To Move,Bellandur,2,1096.0,2.0,2.0,40.0,12.9320495,77.6842915,0.9053721930652706,1.0441146887786372,2.1314748734903795,0.5342334108734272,6.597646540744297,1.1633679873462555,0.9016793045929402,0.2517869492217202
Super built-up  Area,Ready To Move,Dasanapura,2,814.0,2.0,1.0,43.7,12.7467724,77.7742876,11.525588710239239,13.613660941460923,13.725421336604231,11.43003175991539,13.607932790621817,14.80885189354942,12.333054521451448,10.16191113497603
Plot  Area,Ready To Move,Sarjapur  Road,3,3500.0,3.0,2.0,275.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1140.0,2.0,2.0,44.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Hebbal,4,4000.0,6.0,1.0,370.0,13.0382184,77.5919,0.6663305616905927,0.4312661909280826,0.17286325144917672,0.3075766141578904,0.778769607325326,0.6186249219028057,0.44400793372543573,0.3618570896158307
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1850.0,3.0,2.0,89.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,18-Dec,Whitefield,1,613.0,1.0,1.0,48.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Carpet  Area,Ready To Move,Bannerghatta Road,3,1470.0,2.0,1.0,85.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1160.0,2.0,2.0,45.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Built-up  Area,Ready To Move,Attibele,1,520.0,1.0,1.0,15.0,12.7751249,77.7709216,10.58700821416088,11.493960954391754,11.46406778367029,11.047116780748098,11.410905569351502,12.606869197040096,10.393208551983479,9.396041615014086
Super built-up  Area,Ready To Move,Electronic City,3,1360.0,2.0,1.0,64.99,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,18-Aug,Chandapura,1,520.0,1.0,1.0,14.04,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,Ready To Move,Ambalipura,3,1615.0,2.0,3.0,150.0,12.9173303,77.667161,0.36388841674152617,0.2249784755880874,0.4694233643221064,0.271723762230108,4.19010756305079,0.14572733192949336,0.20852922124131557,0.07353768797506331
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,8,6000.0,8.0,3.0,215.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1140.0,2.0,2.0,39.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Built-up  Area,Ready To Move,Ambedkar Nagar,3,2395.0,4.0,2.0,150.0,12.9798531,77.7541055,7.618844472465422,7.773037322706422,8.308337806631547,7.8331780031600395,8.576529376039321,7.853494890178794,7.8968969275397125,7.604519359312771
Super built-up  Area,Ready To Move,Thigalarapalya,3,2215.0,4.0,2.0,152.0,13.0170955,77.4829741,1.2702838325120105,1.076858134135609,1.5256033785911676,0.0,3.8735707528765433,1.1335815514370355,2.3869025376412143,0.8080329203529621
Super built-up  Area,Ready To Move,R.T. Nagar,3,1667.0,3.0,2.0,130.0,13.0254156,77.5960071,0.1461563697295103,0.1368004962649005,0.4627170833663902,0.16073559408404828,2.1786391154722615,0.2270777641617658,0.31444196903181804,0.24614914592907952
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1530.0,2.0,1.0,108.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Whitefield,3,1730.0,3.0,2.0,125.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,JP Nagar,2,1048.0,2.0,1.0,44.0,12.9096941,77.5866067,0.16035411523574308,0.2573284703859671,0.6240226398569916,0.08859961946163356,0.8416416997210688,0.40969571402324384,0.3537443267224046,0.12371296766041949
Super built-up  Area,Ready To Move,Malleshpalya,2,1225.0,2.0,2.0,52.0,12.9744129,77.6743533,0.24574119800111424,0.12483878782915937,1.666739504026708,0.40797329801551985,2.539275064897033,0.08956027417715239,0.16218739333593746,0.4374581816218141
Super built-up  Area,Ready To Move,Kundalahalli,2,1175.0,2.0,1.0,65.0,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Super built-up  Area,Ready To Move,Devanahalli,1,1075.0,2.0,2.0,52.57,13.2483502,77.7134377,6.549289984507282,12.533317570955434,7.979237635066678,4.490923337380172,5.817949607294197,12.97545642311843,9.722288303693707,4.62723928490463
Super built-up  Area,19-Dec,Electronic City Phase II,3,1651.0,3.0,1.0,49.53,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1500.0,2.0,3.0,55.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Doddathoguru,3,1783.0,3.0,3.0,85.0,12.8505644,77.6466948,0.674474501859915,0.46167426124300304,1.71770106748189,0.8315226258097161,1.9152275310587465,0.7390641654342885,1.0268695010584021,1.0584743402029582
Super built-up  Area,Ready To Move,Kereguddadahalli,2,1015.0,2.0,1.0,35.0,13.0798991,77.5124437,0.788794812750332,1.2619776138263135,0.7303957780041419,0.0,0.9383158577377065,1.0124761140172078,0.9105254125330301,1.0040225497189128
Built-up  Area,Ready To Move,Sarjapur  Road,4,2758.0,4.0,1.0,240.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,18-Apr,Sarjapur  Road,2,1132.0,2.0,1.0,70.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Plot  Area,Ready To Move,KR Puram,2,1200.0,2.0,0.0,75.0,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Built-up  Area,Ready To Move,Hoodi,3,1490.0,3.0,0.0,85.0,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Built-up  Area,18-Mar,Thanisandra,4,1917.0,4.0,2.0,130.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Old Madras Road,2,1211.0,2.0,3.0,45.0,12.9834863,77.6390581,0.336168654403438,0.13781040421890034,0.15307310551055597,0.02605630064540778,0.574687778591348,0.6324826903869277,0.16422540024000412,0.2969863725121603
Built-up  Area,Ready To Move,Kudlu Gate,2,1310.0,2.0,2.0,53.0,12.8895614,77.63947,0.17431741402220735,0.511018167137731,1.5525671927790887,0.002200202358764254,0.04902157924628152,1.1545924358216544,0.05096273025703034,0.2486103804141625
Super built-up  Area,19-Dec,Marathahalli,2,1146.0,2.0,1.0,69.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Super built-up  Area,Ready To Move,Kudlu,2,1041.0,2.0,1.0,53.0,12.8889126,77.6555716,0.5836851078704238,0.5476723874750478,0.7616745265485975,0.7104585994895597,1.470348747265335,0.4035004510932224,0.728068975744275,0.6926982726841139
Super built-up  Area,Ready To Move,Whitefield,3,1453.0,2.0,2.0,58.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,19-Dec,Whitefield,1,877.0,1.0,1.0,59.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Sarjapur  Road,3,1380.0,2.0,2.0,55.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,20-Sep,Hoodi,2,1258.5,2.0,0.0,59.135,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Super built-up  Area,20-Dec,Varthur,3,1665.0,3.0,2.0,71.58,12.9406508,77.746988,7.1165137771058795,7.725574827253189,8.577738752188166,7.164491801961881,9.991247635301107,7.341112357930915,7.505394732888036,6.914817391835138
Super built-up  Area,Ready To Move,KR Puram,2,1245.0,2.0,1.0,60.0,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,18-Apr,EPIP Zone,4,3360.0,5.0,2.0,221.0,12.9781922,77.7246451,4.423256384810452,4.588961642106565,5.337369505498862,4.70328415296564,5.633191707202154,4.6956976525790495,4.740915709976174,4.407032049692665
Plot  Area,Ready To Move,Electronic City,3,2010.0,3.0,2.0,201.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Thanisandra,2,1226.0,2.0,1.0,65.59,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1,510.0,1.0,1.0,22.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,LB Shastri Nagar,2,1000.0,2.0,1.0,49.5,12.9660384,77.6708961,0.48431144770691487,0.571875653395561,0.9996697091689033,0.7385926001426153,3.399180437462736,0.2192674304716414,0.8707044048299912,0.20243606542862264
Built-up  Area,Ready To Move,Sarjapur,3,1425.0,3.0,2.0,57.0,12.9694037,77.5870258,0.4140344293043858,0.17534332167281053,0.1733188309069916,0.044365151798211905,0.6450195640072728,1.0183560977358488,0.1549724279444084,0.10827164743390591
Super built-up  Area,18-Apr,Hosur Road,3,1919.0,3.0,2.0,117.0,12.89339,77.6374009,0.2947802257625039,0.05847716663729139,1.0888261522799927,0.3699434111761691,0.43250683740528373,1.2868261524511229,0.5018089612760975,0.3533683802056732
Super built-up  Area,Ready To Move,Bannerghatta Road,2,970.0,2.0,1.0,57.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Jalahalli,3,1405.0,2.0,1.0,85.0,13.0394104,77.5197351,0.8441548182896761,0.5728013843658397,0.2637134939095905,0.12246458992178731,0.0,0.2714275400538404,0.3338036432579295,0.8087135442301081
Super built-up  Area,Ready To Move,Gubbalala,2,1285.0,2.0,2.0,90.0,12.8856635,77.5416809,0.3390254570760582,0.6321005737062884,0.5036900727970244,0.012932822200201243,0.9730545954477375,0.6920836544714741,1.0025932821571006,0.38256313016993715
Super built-up  Area,18-May,Mahadevpura,2,1050.0,2.0,1.0,42.0,12.9968412,77.6928386,1.4884445327669837,1.4286087519346973,1.4319628848499988,0.9787855463544396,1.6783014575697357,1.394713465661096,1.5011900625359682,0.9892071477132938
Super built-up  Area,Ready To Move,Hebbal,2,1349.0,2.0,1.0,96.8,13.0382184,77.5919,0.6663305616905927,0.4312661909280826,0.17286325144917672,0.3075766141578904,0.778769607325326,0.6186249219028057,0.44400793372543573,0.3618570896158307
Super built-up  Area,Ready To Move,Sarjapur  Road,4,4050.0,2.0,1.0,450.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Sarjapur  Road,4,2425.0,5.0,1.0,195.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,18-Feb,Haralur Road,3,1810.0,3.0,2.0,112.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,Ready To Move,Cox Town,2,1200.0,2.0,2.0,140.0,12.9934858,77.6251081,0.5940329107538611,0.472238769268978,0.8551607975757639,0.16176564450490233,1.1235848734653169,0.5061424333411743,0.6147741037879578,0.6992266368112638
Super built-up  Area,Ready To Move,Electronic City,2,1060.0,2.0,1.0,52.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Plot  Area,Ready To Move,Hosakerehalli,5,1500.0,6.0,2.0,145.0,12.9299371,77.5374237,0.333003322049917,0.423041646360651,0.6964530472827726,0.19244028692129084,1.865857862706836,1.4579206559903577,0.4852579238674087,0.5258031823348965
Super built-up  Area,Ready To Move,Kothanur,3,1454.0,3.0,3.0,71.5,12.8701259,77.5820178,0.13623203774081574,1.2046900818962247,0.7331466380014178,0.12556529125819263,2.9646698856989215,0.6050855243904807,0.18612212320455201,0.4769488643027855
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1187.0,2.0,2.0,40.14,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Built-up  Area,Ready To Move,Bannerghatta Road,3,1527.0,3.0,1.0,142.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1675.0,3.0,2.0,92.13,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Super built-up  Area,Ready To Move,Bellandur,2,1262.0,2.0,2.0,47.0,12.9320495,77.6842915,0.9053721930652706,1.0441146887786372,2.1314748734903795,0.5342334108734272,6.597646540744297,1.1633679873462555,0.9016793045929402,0.2517869492217202
Built-up  Area,Ready To Move,Whitefield,5,3453.0,4.0,0.0,231.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1141.0,2.0,1.0,60.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,18-Jun,Padmanabhanagar,4,4689.0,4.0,1.0,488.0,12.9181024,77.5576638,0.1605013055038243,0.2009372214714458,0.35169814874105504,0.05931233006321628,1.7564424856127236,0.257997139718875,0.3645459197738734,0.0021722087747825325
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,3,2770.0,4.0,2.0,290.0,12.9778951,77.5164792,0.26359950768246565,0.5265660189814425,0.6846930242745519,0.0,2.395069720571528,0.8173000834474168,0.6739056276955637,0.3718675734741327
Super built-up  Area,Ready To Move,Manayata Tech Park,2,1100.0,2.0,2.0,48.0,13.0452041,77.6265447,0.3393690967546841,0.40210135654930174,1.2406514779455502,0.07399415719656398,4.375058867487969,0.0357499920198527,0.5317260249535406,0.1332476240783125
Super built-up  Area,18-May,Mangammanapalya,3,1250.0,3.0,2.0,56.0,12.9070833,77.6351607,0.05276178486348679,0.4754913784756906,0.6465628501722114,0.05148742121427441,0.6909051176067993,0.5014712442972803,0.3760064683183917,0.17452529823169816
Super built-up  Area,Ready To Move,Ganga Nagar,1,600.0,1.0,0.0,38.0,13.0232471,77.5883569,0.5080408885649448,0.35488974080870295,0.5209226132126356,0.2863167340779061,2.158233034933955,0.4043243642178062,0.36020757077132587,0.24638077671182967
Built-up  Area,Ready To Move,Himagiri Meadows,2,869.0,2.0,1.0,36.0,12.8963003,77.5894113,0.09197195206701389,0.9334898541469067,1.300554942135508,0.3989533862680291,2.0912375706364044,0.35227342126698297,0.646314174553833,0.5697705469883798
